property_code,project_no,type,sales_date,construction_date,completed_90,completed_100,SLA_90,SLA_100,status
ALC0221,ALCPH04,House & Lot,8/11/2013,8/11/2013,4/30/2015,8/13/2015,20.61369863,3.452054795,Sold
ALC0222,ALCPH04,House & Lot,8/11/2013,8/11/2013,5/1/2015,8/16/2015,20.64657534,3.517808219,Sold
ALC0223,ALCPH04,House & Lot,3/27/2016,3/27/2016,10/8/2017,1/28/2018,18.4109589,3.682191781,Sold
ALC0224,ALCPH04,House & Lot,4/29/2016,4/29/2016,11/7/2017,2/25/2018,18.31232877,3.616438356,Sold
ALC0225,ALCPH04,House & Lot,10/15/2013,10/15/2013,6/22/2015,10/11/2015,20.21917808,3.649315068,Sold
ALC0226,ALCPH04,House & Lot,3/26/2016,3/26/2016,10/25/2017,2/5/2018,19.00273973,3.38630137,Sold
ALC0227,ALCPH04,House & Lot,8/26/2018,8/26/2018,3/3/2020,5/26/2020,18.24657534,2.761643836,Sold
ALC0228,ALCPH04,House & Lot,6/17/2017,6/17/2017,12/30/2018,4/3/2019,18.44383562,3.090410959,Sold
ALC0229,ALCPH04,House & Lot,1/21/2016,1/21/2016,9/5/2017,12/23/2017,19.49589041,3.583561644,Sold
ALC0230,ALCPH04,House & Lot,7/18/2013,7/18/2013,4/1/2015,7/12/2015,20.44931507,3.353424658,Sold
ALC0231,ALCPH04,House & Lot,1/6/2016,1/6/2016,8/2/2017,11/20/2017,18.87123288,3.616438356,Sold
ALC0232,ALCPH04,House & Lot,2/12/2017,2/12/2017,9/22/2018,12/23/2018,19.29863014,3.024657534,Sold
ALC0233,ALCPH04,House & Lot,3/1/2017,3/1/2017,10/11/2018,1/13/2019,19.36438356,3.090410959,Sold
ALC0234,ALCPH04,House & Lot,6/21/2012,6/21/2012,1/26/2014,5/17/2014,19.2,3.649315068,Sold
ALC0235,ALCPH04,House & Lot,11/22/2012,11/22/2012,6/27/2014,10/18/2014,19.13424658,3.715068493,Sold
ALC0236,ALCPH04,House & Lot,1/23/2015,1/23/2015,9/1/2016,12/22/2016,19.29863014,3.682191781,Sold
ALC0237,ALCPH04,House & Lot,11/19/2014,11/19/2014,7/18/2016,10/30/2016,19.95616438,3.419178082,Sold
ALC0238,ALCPH04,House & Lot,12/26/2014,12/26/2014,7/25/2016,11/10/2016,18.96986301,3.550684932,Sold
ALC0239,ALCPH04,House & Lot,2/19/2014,2/19/2014,9/24/2015,1/9/2016,19.13424658,3.517808219,Sold
ALC0240,ALCPH04,House & Lot,7/26/2015,7/26/2015,2/13/2017,6/4/2017,18.6739726,3.649315068,Sold
ALC0241,ALCPH04,House & Lot,8/9/2012,8/9/2012,4/4/2014,7/23/2014,19.82465753,3.616438356,Sold
ALC0242,ALCPH04,House & Lot,8/2/2015,8/2/2015,3/24/2017,7/6/2017,19.7260274,3.419178082,Sold
ALC0243,ALCPH04,House & Lot,7/22/2015,7/22/2015,1/28/2017,5/10/2017,18.27945205,3.353424658,Sold
ALC0244,ALCPH04,House & Lot,7/29/2015,7/29/2015,3/15/2017,6/24/2017,19.56164384,3.320547945,Sold
ALC0245,ALCPH04,House & Lot,1/9/2015,1/9/2015,7/31/2016,11/17/2016,18.70684932,3.583561644,Sold
ALC0246,ALCPH04,House & Lot,6/12/2020,6/12/2020,12/2/2021,2/18/2022,17.68767123,2.564383562,Sold
ALC0247,ALCPH04,House & Lot,8/30/2015,8/30/2015,3/9/2017,6/23/2017,18.31232877,3.484931507,Sold
ALC0248,ALCPH04,House & Lot,8/15/2015,8/15/2015,2/22/2017,6/4/2017,18.31232877,3.353424658,Sold
ALC0249,ALCPH04,House & Lot,5/20/2015,5/20/2015,12/10/2016,3/30/2017,18.73972603,3.616438356,Sold
ALC0250,ALCPH04,House & Lot,5/17/2020,5/17/2020,10/24/2021,1/24/2022,17.26027397,3.024657534,Sold
ALC0251,ALCPH04,House & Lot,2/26/2017,2/26/2017,10/7/2018,1/7/2019,19.33150685,3.024657534,Sold
ALC0252,ALCPH04,House & Lot,4/15/2015,4/15/2015,11/22/2016,3/13/2017,19.29863014,3.649315068,Sold
ALC0253,ALCPH04,House & Lot,4/8/2015,4/8/2015,11/26/2016,3/8/2017,19.66027397,3.353424658,Sold
ALC0254,ALCPH04,House & Lot,11/25/2012,11/25/2012,7/4/2014,10/28/2014,19.26575342,3.81369863,Sold
ALC0255,ALCPH04,House & Lot,3/14/2012,3/14/2012,11/20/2013,3/14/2014,20.25205479,3.747945205,Sold
ALC0256,ALCPH04,House & Lot,3/30/2014,3/30/2014,11/21/2015,3/2/2016,19.75890411,3.353424658,Sold
ALC0257,ALCPH04,House & Lot,11/13/2014,11/13/2014,6/14/2016,9/22/2016,19.03561644,3.287671233,Sold
ALC0258,ALCPH04,House & Lot,3/23/2015,3/23/2015,11/7/2016,2/16/2017,19.56164384,3.320547945,Sold
ALC0259,ALCPH04,House & Lot,12/15/2014,12/15/2014,8/11/2016,11/28/2016,19.89041096,3.583561644,Sold
ALC0260,ALCPH04,House & Lot,7/31/2014,7/31/2014,3/29/2016,7/15/2016,19.95616438,3.550684932,Sold
ALC0261,ALCPH04,House & Lot,3/22/2015,3/22/2015,10/12/2016,2/1/2017,18.73972603,3.682191781,Sold
ALC0262,ALCPH04,House & Lot,11/30/2014,11/30/2014,7/16/2016,11/2/2016,19.52876712,3.583561644,Sold
ALC0263,ALCPH04,House & Lot,2/4/2017,2/4/2017,8/27/2018,11/29/2018,18.70684932,3.090410959,Sold
ALC0264,ALCPH04,House & Lot,5/7/2015,5/7/2015,11/25/2016,3/15/2017,18.6739726,3.616438356,Sold
ALC0265,ALCPH04,House & Lot,3/21/2015,3/21/2015,11/9/2016,2/17/2017,19.69315068,3.287671233,Sold
ALC0266,ALCPH04,House & Lot,10/16/2014,10/16/2014,6/20/2016,10/6/2016,20.15342466,3.550684932,Sold
ALC0267,ALCPH04,House & Lot,12/29/2012,12/29/2012,9/13/2014,1/6/2015,20.48219178,3.780821918,Sold
ALC0268,ALCPH04,House & Lot,9/11/2014,9/11/2014,5/31/2016,9/14/2016,20.64657534,3.484931507,Sold
ALC0269,ALCPH04,House & Lot,8/13/2014,8/13/2014,4/7/2016,7/27/2016,19.82465753,3.649315068,Sold
ALC0270,ALCPH04,House & Lot,8/5/2014,8/5/2014,4/25/2016,8/10/2016,20.67945205,3.517808219,Sold
ALC0271,ALCPH04,House & Lot,11/29/2012,11/29/2012,7/26/2014,11/18/2014,19.85753425,3.780821918,Sold
ALC0272,ALCPH04,House & Lot,9/6/2014,9/6/2014,4/23/2016,8/9/2016,19.56164384,3.550684932,Sold
ALC0273,ALCPH04,House & Lot,3/19/2014,3/19/2014,11/6/2015,2/25/2016,19.62739726,3.649315068,Sold
ALC0274,ALCPH04,House & Lot,6/10/2012,6/10/2012,2/17/2014,6/7/2014,20.28493151,3.616438356,Sold
ALC0275,ALCPH04,House & Lot,1/18/2013,1/18/2013,9/26/2014,1/15/2015,20.25205479,3.649315068,Sold
ALC0276,ALCPH04,House & Lot,8/28/2014,8/28/2014,4/28/2016,8/12/2016,20.02191781,3.484931507,Sold
ALC0277,ALCPH04,House & Lot,6/28/2017,6/28/2017,2/12/2019,5/23/2019,19.52876712,3.287671233,Sold
ALC0278,ALCPH04,House & Lot,9/7/2016,9/7/2016,3/25/2018,7/7/2018,18.54246575,3.419178082,Sold
ALC0279,ALCPH04,House & Lot,2/27/2017,2/27/2017,10/3/2018,1/11/2019,19.16712329,3.287671233,Sold
ALC0280,ALCPH04,House & Lot,10/7/2016,10/7/2016,5/8/2018,8/16/2018,19.00273973,3.287671233,Sold
ALC0281,ALCPH04,House & Lot,8/29/2016,8/29/2016,3/20/2018,6/25/2018,18.6739726,3.189041096,Sold
ALC0282,ALCPH04,House & Lot,10/22/2016,10/22/2016,5/2/2018,8/14/2018,18.31232877,3.419178082,Sold
ALC0283,ALCPH04,House & Lot,3/2/2017,3/2/2017,10/9/2018,1/19/2019,19.26575342,3.353424658,Sold
ALC0284,ALCPH04,House & Lot,4/7/2017,4/7/2017,10/28/2018,2/5/2019,18.70684932,3.287671233,Sold
ALC0285,ALCPH04,House & Lot,12/29/2016,12/29/2016,7/26/2018,11/3/2018,18.87123288,3.287671233,Sold
ALC0286,ALCPH04,House & Lot,3/18/2017,3/18/2017,10/22/2018,2/1/2019,19.16712329,3.353424658,Sold
ALC0287,ALCPH04,House & Lot,3/24/2017,3/24/2017,11/3/2018,2/1/2019,19.36438356,2.95890411,Sold
ALC0288,ALCPH04,House & Lot,1/22/2017,1/22/2017,8/10/2018,11/21/2018,18.57534247,3.38630137,Sold
ALC0289,ALCPH04,House & Lot,1/25/2017,1/25/2017,9/15/2018,12/28/2018,19.66027397,3.419178082,Sold
ALC0290,ALCPH04,House & Lot,3/3/2017,3/3/2017,10/13/2018,1/11/2019,19.36438356,2.95890411,Sold
ALC0291,ALCPH04,House & Lot,12/30/2016,12/30/2016,8/11/2018,11/19/2018,19.36438356,3.287671233,Sold
ALC0292,ALCPH04,House & Lot,9/30/2020,9/30/2020,3/27/2022,6/10/2022,17.85205479,2.465753425,Sold
ALC0293,ALCPH04,House & Lot,4/28/2016,4/28/2016,12/7/2017,3/25/2018,19.33150685,3.550684932,Sold
ALC0294,ALCPH04,House & Lot,11/20/2016,11/20/2016,5/30/2018,8/31/2018,18.27945205,3.057534247,Sold
ALC0295,ALCPH04,House & Lot,12/30/2013,12/30/2013,8/3/2015,11/20/2015,19.10136986,3.583561644,Sold
ALC0296,ALCPH04,House & Lot,6/30/2014,6/30/2014,3/9/2016,6/28/2016,20.31780822,3.649315068,Sold
ALC0297,ALCPH04,House & Lot,7/28/2012,7/28/2012,3/19/2014,7/12/2014,19.69315068,3.780821918,Sold
ALC0298,ALCPH04,House & Lot,7/19/2013,7/19/2013,3/8/2015,6/18/2015,19.62739726,3.353424658,Sold
ALC0299,ALCPH04,House & Lot,8/11/2013,8/11/2013,4/14/2015,7/30/2015,20.08767123,3.517808219,Sold
ALC0300,ALCPH04,House & Lot,8/11/2013,8/11/2013,3/23/2015,7/1/2015,19.36438356,3.287671233,Sold
ALC0301,ALCPH04,House & Lot,11/29/2013,11/29/2013,7/16/2015,10/25/2015,19.52876712,3.320547945,Sold
ALC0302,ALCPH04,House & Lot,12/7/2014,12/7/2014,8/3/2016,11/17/2016,19.89041096,3.484931507,Sold
ALC0303,ALCPH04,House & Lot,10/12/2013,10/12/2013,6/26/2015,10/13/2015,20.44931507,3.583561644,Sold
ALC0304,ALCPH04,House & Lot,10/16/2013,10/16/2013,6/18/2015,9/30/2015,20.05479452,3.419178082,Sold
ALC0305,ALCPH04,House & Lot,5/8/2016,5/8/2016,11/30/2017,3/18/2018,18.77260274,3.550684932,Sold
ALC0306,ALCPH04,House & Lot,10/26/2013,10/26/2013,6/21/2015,10/3/2015,19.82465753,3.419178082,Sold
ALC0307,ALCPH04,House & Lot,12/30/2013,12/30/2013,9/19/2015,1/4/2016,20.64657534,3.517808219,Sold
ALC0308,ALCPH04,House & Lot,12/30/2013,12/30/2013,8/24/2015,12/13/2015,19.79178082,3.649315068,Sold
ALC0309,ALCPH04,House & Lot,6/27/2013,6/27/2013,2/12/2015,5/29/2015,19.56164384,3.484931507,Sold
ALC0310,ALCPH04,House & Lot,3/16/2014,3/16/2014,11/15/2015,3/3/2016,20.02191781,3.583561644,Sold
ALC0311,ALCPH04,House & Lot,11/29/2013,11/29/2013,8/12/2015,11/29/2015,20.41643836,3.583561644,Sold
ALC0312,ALCPH04,House & Lot,6/6/2013,6/6/2013,1/24/2015,5/6/2015,19.62739726,3.353424658,Sold
ALC0313,ALCPH04,House & Lot,7/15/2020,7/15/2020,12/21/2021,3/8/2022,17.22739726,2.531506849,Sold
ALC0314,ALCPH04,House & Lot,8/16/2012,8/16/2012,4/16/2014,8/7/2014,19.9890411,3.715068493,Sold
ALC0315,ALCPH04,House & Lot,8/31/2014,8/31/2014,4/15/2016,7/24/2016,19.49589041,3.287671233,Sold
ALC0316,ALCPH04,House & Lot,6/12/2013,6/12/2013,2/23/2015,6/13/2015,20.41643836,3.616438356,Sold
ALC0317,ALCPH04,House & Lot,6/21/2013,6/21/2013,2/28/2015,6/9/2015,20.28493151,3.320547945,Sold
ALC0318,ALCPH04,House & Lot,10/6/2012,10/6/2012,6/10/2014,10/3/2014,20.12054795,3.780821918,Sold
ALC0319,ALCPH04,House & Lot,12/20/2012,12/20/2012,8/10/2014,12/1/2014,19.66027397,3.715068493,Sold
ALC0320,ALCPH04,House & Lot,11/10/2016,11/10/2016,6/3/2018,9/9/2018,18.73972603,3.221917808,Sold
ALC0321,ALCPH04,House & Lot,6/13/2017,6/13/2017,1/20/2019,4/22/2019,19.26575342,3.024657534,Sold
ALC0322,ALCPH04,House & Lot,3/24/2021,3/24/2021,9/2/2022,11/26/2022,17.3260274,2.794520548,Sold
ALC0323,ALCPH04,House & Lot,5/22/2017,5/22/2017,12/5/2018,3/12/2019,18.47671233,3.189041096,Sold
ALC0324,ALCPH04,House & Lot,5/28/2017,5/28/2017,12/30/2018,3/30/2019,19.10136986,2.95890411,Sold
ALC0325,ALCPH04,House & Lot,3/31/2021,3/31/2021,9/6/2022,11/28/2022,17.22739726,2.728767123,Sold
ALC0326,ALCPH04,House & Lot,9/6/2017,9/6/2017,3/17/2019,6/20/2019,18.31232877,3.123287671,Sold
ALC0327,ALCPH04,House & Lot,7/19/2017,7/19/2017,2/4/2019,5/10/2019,18.57534247,3.123287671,Sold
ALC0328,ALCPH04,House & Lot,8/3/2017,8/3/2017,2/18/2019,5/29/2019,18.54246575,3.287671233,Sold
ALC0329,ALCPH04,House & Lot,12/20/2017,12/20/2017,7/25/2019,11/1/2019,19.13424658,3.254794521,Sold
ALC0330,ALCPH04,House & Lot,11/25/2017,11/25/2017,6/5/2019,9/13/2019,18.31232877,3.287671233,Sold
ALC0331,ALCPH04,House & Lot,9/17/2017,9/17/2017,5/9/2019,8/14/2019,19.69315068,3.189041096,Sold
ALC0332,ALCPH04,House & Lot,9/20/2017,9/20/2017,4/4/2019,7/5/2019,18.44383562,3.024657534,Sold
ALC0333,ALCPH04,House & Lot,1/11/2018,1/11/2018,7/29/2019,10/27/2019,18.54246575,2.95890411,Sold
ALC0334,ALCPH04,House & Lot,1/18/2018,1/18/2018,8/8/2019,11/4/2019,18.64109589,2.893150685,Sold
ALC0335,ALCPH04,House & Lot,10/23/2017,10/23/2017,5/4/2019,8/2/2019,18.34520548,2.95890411,Sold
ALC0336,ALCPH04,House & Lot,10/12/2017,10/12/2017,5/16/2019,8/25/2019,19.10136986,3.320547945,Sold
ALC0337,ALCPH04,House & Lot,2/18/2018,2/18/2018,8/20/2019,11/29/2019,18.01643836,3.320547945,Sold
ALC0338,ALCPH04,House & Lot,1/23/2018,1/23/2018,8/8/2019,11/20/2019,18.47671233,3.419178082,Sold
ALC0340,ALCPH04,House & Lot,10/24/2017,10/24/2017,5/27/2019,8/27/2019,19.06849315,3.024657534,Sold
ALC0341,ALCPH04,House & Lot,1/24/2018,1/24/2018,8/8/2019,11/19/2019,18.44383562,3.38630137,Sold
ALC0342,ALCPH04,House & Lot,1/25/2018,1/25/2018,7/29/2019,11/6/2019,18.08219178,3.287671233,Sold
ALC0343,ALCPH04,House & Lot,11/2/2017,11/2/2017,5/31/2019,9/10/2019,18.90410959,3.353424658,Sold
ALC0344,ALCPH04,House & Lot,10/27/2017,10/27/2017,5/9/2019,8/14/2019,18.37808219,3.189041096,Sold
ALC0345,ALCPH04,House & Lot,2/12/2018,2/12/2018,8/23/2019,12/5/2019,18.31232877,3.419178082,Sold
ALC0346,ALCPH04,House & Lot,1/18/2018,1/18/2018,7/20/2019,10/27/2019,18.01643836,3.254794521,Sold
ALC0347,ALCPH04,House & Lot,7/23/2017,7/23/2017,2/26/2019,5/31/2019,19.16712329,3.090410959,Sold
ALC0348,ALCPH04,House & Lot,8/25/2012,8/25/2012,3/29/2014,7/15/2014,19.10136986,3.550684932,Sold
ALC0349,ALCPH04,House & Lot,6/7/2020,6/7/2020,11/16/2021,2/7/2022,17.3260274,2.728767123,Sold
ALC0351,ALCPH04,House & Lot,4/30/2018,4/30/2018,11/12/2019,2/13/2020,18.44383562,3.057534247,Sold
ALC0352,ALCPH04,House & Lot,12/2/2012,12/2/2012,7/21/2014,11/12/2014,19.59452055,3.747945205,Sold
ALC0353,ALCPH04,House & Lot,10/15/2014,10/15/2014,6/17/2016,10/5/2016,20.08767123,3.616438356,Sold
ALC0354,ALCPH04,House & Lot,11/23/2015,11/23/2015,6/17/2017,10/4/2017,18.80547945,3.583561644,Sold
ALC0355,ALCPH04,House & Lot,12/12/2012,12/12/2012,8/12/2014,12/4/2014,19.9890411,3.747945205,Sold
ALC0356,ALCPH04,House & Lot,2/1/2017,2/1/2017,8/25/2018,12/5/2018,18.73972603,3.353424658,Sold
ALC0357,ALCPH04,House & Lot,11/23/2017,11/23/2017,6/23/2019,9/28/2019,18.96986301,3.189041096,Sold
ALC0358,ALCPH04,House & Lot,4/29/2017,4/29/2017,11/26/2018,2/27/2019,18.9369863,3.057534247,Sold
ALC0359,ALCPH04,House & Lot,4/29/2017,4/29/2017,11/9/2018,2/6/2019,18.37808219,2.926027397,Sold
ALC0360,ALCPH04,House & Lot,9/15/2013,9/15/2013,5/16/2015,8/30/2015,19.9890411,3.484931507,Sold
ALC0361,ALCPH04,House & Lot,3/20/2017,3/20/2017,10/18/2018,1/17/2019,18.96986301,2.991780822,Sold
ALC0362,ALCPH04,House & Lot,2/3/2017,2/3/2017,8/23/2018,11/30/2018,18.60821918,3.254794521,Sold
ALC0363,ALCPH04,House & Lot,1/25/2017,1/25/2017,8/12/2018,11/17/2018,18.54246575,3.189041096,Sold
ALC0364,ALCPH04,House & Lot,4/29/2017,4/29/2017,11/14/2018,2/11/2019,18.54246575,2.926027397,Sold
ALC0365,ALCPH04,House & Lot,7/12/2017,7/12/2017,2/2/2019,5/11/2019,18.73972603,3.221917808,Sold
ALC0366,ALCPH04,House & Lot,7/8/2017,7/8/2017,1/30/2019,5/12/2019,18.77260274,3.353424658,Sold
ALC0367,ALCPH04,House & Lot,3/31/2021,3/31/2021,9/3/2022,11/26/2022,17.12876712,2.761643836,Sold
ALC0368,ALCPH04,House & Lot,9/16/2015,9/16/2015,3/25/2017,7/8/2017,18.27945205,3.452054795,Sold
ALC0369,ALCPH04,House & Lot,12/18/2016,12/18/2016,7/16/2018,10/15/2018,18.90410959,2.991780822,Sold
ALC0370,ALCPH04,House & Lot,5/10/2015,5/10/2015,12/20/2016,4/7/2017,19.39726027,3.550684932,Sold
ALC0371,ALCPH04,House & Lot,12/26/2014,12/26/2014,9/7/2016,12/16/2016,20.41643836,3.287671233,Sold
ALC0372,ALCPH04,House & Lot,3/13/2014,3/13/2014,10/25/2015,2/10/2016,19.43013699,3.550684932,Sold
ALC0373,ALCPH04,House & Lot,8/2/2015,8/2/2015,2/26/2017,6/11/2017,18.87123288,3.452054795,Sold
ALC0374,ALCPH04,House & Lot,2/9/2014,2/9/2014,10/17/2015,1/28/2016,20.21917808,3.38630137,Sold
ALC0375,ALCPH04,House & Lot,3/3/2013,3/3/2013,10/10/2014,2/1/2015,19.26575342,3.747945205,Sold
ALC0376,ALCPH04,House & Lot,3/6/2013,3/6/2013,10/26/2014,2/15/2015,19.69315068,3.682191781,Sold
ALC0377,ALCPH04,House & Lot,10/30/2013,10/30/2013,6/2/2015,9/12/2015,19.06849315,3.353424658,Sold
ALC0378,ALCPH04,House & Lot,5/22/2013,5/22/2013,2/13/2015,6/3/2015,20.77808219,3.616438356,Sold
ALC0379,ALCPH04,House & Lot,6/7/2020,6/7/2020,11/10/2021,2/2/2022,17.12876712,2.761643836,Sold
ALC0380,ALCPH02,Lot Only,6/9/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0381,ALCPH02,Lot Only,9/11/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0382,ALCPH02,Lot Only,6/22/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0383,ALCPH02,Lot Only,7/29/2015,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0384,ALCPH02,Lot Only,10/22/2015,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0385,ALCPH02,Lot Only,9/11/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0386,ALCPH02,Lot Only,9/11/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0387,ALCPH02,Lot Only,8/22/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0388,ALCPH02,Lot Only,6/6/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0389,ALCPH02,Lot Only,7/19/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0390,ALCPH02,Lot Only,8/1/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0391,ALCPH02,Lot Only,8/30/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0392,ALCPH02,Lot Only,8/14/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0393,ALCPH02,Lot Only,11/28/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0394,ALCPH02,Lot Only,6/22/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0395,ALCPH02,Lot Only,5/8/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0396,ALCPH02,Lot Only,5/9/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0397,ALCPH04,House & Lot,9/1/2012,9/1/2012,4/17/2014,8/3/2014,19.49589041,3.550684932,Sold
ALC0398,ALCPH02,Lot Only,6/5/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0399,ALCPH04,House & Lot,9/20/2012,9/20/2012,6/2/2014,9/18/2014,20.38356164,3.550684932,Sold
ALC0400,ALCPH02,Lot Only,6/15/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0401,ALCPH04,House & Lot,10/6/2012,10/6/2012,6/26/2014,10/14/2014,20.64657534,3.616438356,Sold
ALC0402,ALCPH02,Lot Only,3/5/2014,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0403,ALCPH04,House & Lot,10/10/2012,10/10/2012,6/5/2014,9/29/2014,19.82465753,3.81369863,Sold
ALC0404,ALCPH04,House & Lot,10/25/2012,10/25/2012,6/26/2014,10/14/2014,20.02191781,3.616438356,Sold
ALC0405,ALCPH02,Lot Only,7/28/2013,3/13/2012,2/13/2014,5/14/2014,23.07945205,2.95890411,Sold
ALC0406,ALCPH04,House & Lot,10/28/2012,10/28/2012,6/22/2014,10/14/2014,19.79178082,3.747945205,Sold
ALC0407,ALCPH04,House & Lot,3/8/2013,3/8/2013,11/18/2014,3/11/2015,20.38356164,3.715068493,Sold
ALC0408,ALCPH04,House & Lot,9/13/2013,9/13/2013,4/15/2015,8/1/2015,19.03561644,3.550684932,Sold
ALC0409,ALCPH04,House & Lot,6/22/2013,6/22/2013,3/3/2015,6/16/2015,20.35068493,3.452054795,Sold
ALC0410,ALCPH04,House & Lot,7/12/2013,7/12/2013,3/23/2015,7/1/2015,20.35068493,3.287671233,Sold
ALC0411,ALCPH04,House & Lot,11/13/2013,11/13/2013,7/17/2015,11/1/2015,20.08767123,3.517808219,Sold
ALC0412,ALCPH04,House & Lot,12/30/2013,12/30/2013,8/25/2015,12/13/2015,19.82465753,3.616438356,Sold
ALC0413,ALCPH04,House & Lot,2/26/2017,2/26/2017,10/3/2018,1/7/2019,19.2,3.156164384,Sold
ALC0414,ALCPH04,House & Lot,11/14/2014,11/14/2014,6/17/2016,10/1/2016,19.10136986,3.484931507,Sold
ALC0415,ALCPH04,House & Lot,9/20/2014,9/20/2014,5/19/2016,8/28/2016,19.95616438,3.320547945,Sold
ALC0416,ALCPH04,House & Lot,7/15/2016,7/15/2016,3/4/2018,6/9/2018,19.62739726,3.189041096,Sold
ALC0417,ALCPH04,House & Lot,3/13/2015,3/13/2015,10/6/2016,1/24/2017,18.83835616,3.616438356,Sold
ALC0418,ALCPH04,House & Lot,5/20/2014,5/20/2014,1/17/2016,4/27/2016,19.95616438,3.320547945,Sold
ALC0419,ALCPH04,House & Lot,8/28/2020,8/28/2020,2/22/2022,5/8/2022,17.85205479,2.465753425,Sold
ALC0420,ALCPH04,House & Lot,12/28/2014,12/28/2014,8/3/2016,11/15/2016,19.2,3.419178082,Sold
ALC0421,ALCPH04,House & Lot,8/26/2018,8/26/2018,3/11/2020,5/25/2020,18.50958904,2.465753425,Sold
ALC0422,ALCPH04,House & Lot,6/2/2013,6/2/2013,2/2/2015,5/23/2015,20.05479452,3.616438356,Sold
ALC0423,ALCPH04,House & Lot,8/24/2014,8/24/2014,4/7/2016,7/19/2016,19.4630137,3.38630137,Sold
ALC0424,ALCPH04,House & Lot,6/29/2013,6/29/2013,2/11/2015,5/22/2015,19.4630137,3.287671233,Sold
ALC0425,ALCPH04,House & Lot,7/30/2012,7/30/2012,4/23/2014,8/12/2014,20.77808219,3.649315068,Sold
ALC0426,ALCPH04,House & Lot,2/3/2012,2/3/2012,10/20/2013,2/7/2014,20.54794521,3.616438356,Sold
ALC0427,ALCPH04,House & Lot,6/14/2012,6/14/2012,2/6/2014,5/31/2014,19.79178082,3.747945205,Sold
ALC0428,ALCPH04,House & Lot,6/14/2012,6/14/2012,1/28/2014,5/22/2014,19.49589041,3.747945205,Sold
ALC0429,ALCPH04,House & Lot,8/19/2012,8/19/2012,4/29/2014,8/18/2014,20.31780822,3.649315068,Sold
ALC0430,ALCPH04,House & Lot,7/17/2013,7/17/2013,2/28/2015,6/8/2015,19.43013699,3.287671233,Sold
ALC0431,ALCPH04,House & Lot,1/23/2013,1/23/2013,9/4/2014,12/29/2014,19.36438356,3.81369863,Sold
ALC0432,ALCPH04,House & Lot,11/30/2014,11/30/2014,8/3/2016,11/23/2016,20.12054795,3.682191781,Sold
ALC0433,ALCPH04,House & Lot,12/14/2014,12/14/2014,8/20/2016,11/28/2016,20.21917808,3.287671233,Sold
ALC0434,ALCPH04,House & Lot,12/10/2014,12/10/2014,7/26/2016,11/13/2016,19.52876712,3.616438356,Sold
ALC0435,ALCPH04,House & Lot,7/16/2015,7/16/2015,3/1/2017,6/21/2017,19.52876712,3.682191781,Sold
ALC0436,ALCPH04,House & Lot,4/26/2018,4/26/2018,11/4/2019,1/31/2020,18.31232877,2.893150685,Sold
ALC0437,ALCPH04,House & Lot,2/28/2016,2/28/2016,9/6/2017,12/23/2017,18.27945205,3.550684932,Sold
ALC0438,ALCPH04,House & Lot,4/28/2016,4/28/2016,12/11/2017,3/23/2018,19.4630137,3.353424658,Sold
ALC0439,ALCPH04,House & Lot,11/11/2012,11/11/2012,6/21/2014,10/13/2014,19.29863014,3.747945205,Sold
ALC0440,ALCPH04,House & Lot,1/30/2016,1/30/2016,8/20/2017,12/8/2017,18.6739726,3.616438356,Sold
ALC0441,ALCPH04,House & Lot,3/15/2015,3/15/2015,10/30/2016,2/9/2017,19.56164384,3.353424658,Sold
ALC0442,ALCPH04,House & Lot,4/18/2013,4/18/2013,12/6/2014,3/29/2015,19.62739726,3.715068493,Sold
ALC0443,ALCPH04,House & Lot,4/2/2013,4/2/2013,12/8/2014,4/2/2015,20.21917808,3.780821918,Sold
