property_code,project_no,sale_date,completed_100,turnover_date,collected_date,SLA_turnover,SLA_collection,status,sale_completed
ALC0227,ALCPH04,8/26/2018,5/26/2020,9/3/2020,10/22/2020,3.333333333,1.610958904,Sold,FALSE
ALC0228,ALCPH04,6/17/2017,4/3/2019,5/8/2019,7/5/2019,1.166666667,1.906849315,Sold,FALSE
ALC0229,ALCPH04,1/21/2016,12/23/2017,4/9/2018,6/2/2018,3.566666667,1.775342466,Sold,FALSE
ALC0230,ALCPH04,7/18/2013,7/12/2015,10/18/2015,12/9/2015,3.266666667,1.709589041,Sold,FALSE
ALC0231,ALCPH04,1/6/2016,11/20/2017,1/8/2018,2/23/2018,1.633333333,1.512328767,Sold,FALSE
ALC0232,ALCPH04,2/12/2017,12/23/2018,4/4/2019,5/22/2019,3.4,1.578082192,Sold,FALSE
ALC0233,ALCPH04,3/1/2017,1/13/2019,3/22/2019,5/12/2019,2.266666667,1.676712329,Sold,FALSE
ALC0234,ALCPH04,6/21/2012,5/17/2014,8/6/2014,9/20/2014,2.7,1.479452055,Sold,FALSE
ALC0235,ALCPH04,11/22/2012,10/18/2014,11/16/2014,1/2/2015,0.966666667,1.545205479,Sold,FALSE
ALC0236,ALCPH04,1/23/2015,12/22/2016,4/8/2017,6/3/2017,3.566666667,1.84109589,Sold,FALSE
ALC0237,ALCPH04,11/19/2014,10/30/2016,1/17/2017,3/2/2017,2.633333333,1.446575342,Sold,FALSE
ALC0238,ALCPH04,12/26/2014,11/10/2016,1/12/2017,3/9/2017,2.1,1.84109589,Sold,FALSE
ALC0239,ALCPH04,2/19/2014,1/9/2016,3/29/2016,5/9/2016,2.666666667,1.347945205,Sold,FALSE
ALC0240,ALCPH04,7/26/2015,6/4/2017,7/9/2017,8/24/2017,1.166666667,1.512328767,Sold,FALSE
ALC0241,ALCPH04,8/9/2012,7/23/2014,11/8/2014,12/28/2014,3.6,1.643835616,Sold,FALSE
ALC0242,ALCPH04,8/2/2015,7/6/2017,8/12/2017,9/21/2017,1.233333333,1.315068493,Sold,FALSE
ALC0243,ALCPH04,7/22/2015,5/10/2017,8/20/2017,10/7/2017,3.4,1.578082192,Sold,FALSE
ALC0244,ALCPH04,7/29/2015,6/24/2017,9/19/2017,11/6/2017,2.9,1.578082192,Sold,FALSE
ALC0245,ALCPH04,1/9/2015,11/17/2016,2/12/2017,3/25/2017,2.9,1.347945205,Sold,FALSE
ALC0246,ALCPH04,6/12/2020,2/18/2022,3/13/2022,4/10/2022,0.766666667,0.920547945,Sold,FALSE
ALC0247,ALCPH04,8/30/2015,6/23/2017,9/28/2017,11/15/2017,3.233333333,1.578082192,Sold,FALSE
ALC0248,ALCPH04,8/15/2015,6/4/2017,9/2/2017,10/29/2017,3,1.873972603,Sold,FALSE
ALC0249,ALCPH04,5/20/2015,3/30/2017,4/25/2017,6/24/2017,0.866666667,1.97260274,Sold,FALSE
ALC0250,ALCPH04,5/17/2020,1/24/2022,2/27/2022,3/31/2022,1.133333333,1.052054795,Sold,FALSE
ALC0251,ALCPH04,2/26/2017,1/7/2019,3/7/2019,4/25/2019,1.966666667,1.610958904,Sold,FALSE
ALC0252,ALCPH04,4/15/2015,3/13/2017,6/28/2017,8/24/2017,3.566666667,1.873972603,Sold,FALSE
ALC0253,ALCPH04,4/8/2015,3/8/2017,4/8/2017,6/1/2017,1.033333333,1.775342466,Sold,FALSE
ALC0254,ALCPH04,11/25/2012,10/28/2014,1/21/2015,3/13/2015,2.833333333,1.676712329,Sold,FALSE
ALC0255,ALCPH04,3/14/2012,3/14/2014,6/19/2014,7/31/2014,3.233333333,1.380821918,Sold,FALSE
ALC0256,ALCPH04,3/30/2014,3/2/2016,6/17/2016,8/11/2016,3.566666667,1.808219178,Sold,FALSE
ALC0257,ALCPH04,11/13/2014,9/22/2016,12/3/2016,1/31/2017,2.4,1.939726027,Sold,FALSE
ALC0258,ALCPH04,3/23/2015,2/16/2017,3/27/2017,5/26/2017,1.3,1.97260274,Sold,FALSE
ALC0259,ALCPH04,12/15/2014,11/28/2016,3/3/2017,4/18/2017,3.166666667,1.512328767,Sold,FALSE
ALC0260,ALCPH04,7/31/2014,7/15/2016,10/5/2016,11/24/2016,2.733333333,1.643835616,Sold,FALSE
ALC0261,ALCPH04,3/22/2015,2/1/2017,5/1/2017,6/20/2017,2.966666667,1.643835616,Sold,FALSE
ALC0262,ALCPH04,11/30/2014,11/2/2016,12/7/2016,2/4/2017,1.166666667,1.939726027,Sold,FALSE
ALC0263,ALCPH04,2/4/2017,11/29/2018,2/13/2019,4/8/2019,2.533333333,1.775342466,Sold,FALSE
ALC0264,ALCPH04,5/7/2015,3/15/2017,5/20/2017,7/3/2017,2.2,1.446575342,Sold,FALSE
ALC0265,ALCPH04,3/21/2015,2/17/2017,4/20/2017,6/3/2017,2.066666667,1.446575342,Sold,FALSE
ALC0266,ALCPH04,10/16/2014,10/6/2016,11/21/2016,1/16/2017,1.533333333,1.84109589,Sold,FALSE
ALC0267,ALCPH04,12/29/2012,1/6/2015,4/11/2015,5/27/2015,3.166666667,1.512328767,Sold,FALSE
ALC0268,ALCPH04,9/11/2014,9/14/2016,12/10/2016,1/27/2017,2.9,1.578082192,Sold,FALSE
ALC0269,ALCPH04,8/13/2014,7/27/2016,9/19/2016,11/12/2016,1.8,1.775342466,Sold,FALSE
ALC0270,ALCPH04,8/5/2014,8/10/2016,11/9/2016,1/2/2017,3.033333333,1.775342466,Sold,FALSE
ALC0271,ALCPH04,11/29/2012,11/18/2014,1/12/2015,2/22/2015,1.833333333,1.347945205,Sold,FALSE
ALC0272,ALCPH04,9/6/2014,8/9/2016,11/24/2016,1/7/2017,3.566666667,1.446575342,Sold,FALSE
ALC0273,ALCPH04,3/19/2014,2/25/2016,5/16/2016,7/12/2016,2.7,1.873972603,Sold,FALSE
ALC0274,ALCPH04,6/10/2012,6/7/2014,9/12/2014,10/23/2014,3.233333333,1.347945205,Sold,FALSE
ALC0275,ALCPH04,1/18/2013,1/15/2015,2/25/2015,4/7/2015,1.366666667,1.347945205,Sold,FALSE
ALC0276,ALCPH04,8/28/2014,8/12/2016,9/18/2016,11/6/2016,1.233333333,1.610958904,Sold,FALSE
ALC0277,ALCPH04,6/28/2017,5/23/2019,6/18/2019,8/7/2019,0.866666667,1.643835616,Sold,FALSE
ALC0278,ALCPH04,9/7/2016,7/7/2018,8/21/2018,10/17/2018,1.5,1.873972603,Sold,FALSE
ALC0279,ALCPH04,2/27/2017,1/11/2019,3/3/2019,4/27/2019,1.7,1.808219178,Sold,FALSE
ALC0280,ALCPH04,10/7/2016,8/16/2018,9/15/2018,11/12/2018,1,1.906849315,Sold,FALSE
ALC0281,ALCPH04,8/29/2016,6/25/2018,9/29/2018,11/19/2018,3.2,1.676712329,Sold,FALSE
ALC0282,ALCPH04,10/22/2016,8/14/2018,10/24/2018,12/11/2018,2.366666667,1.578082192,Sold,FALSE
ALC0283,ALCPH04,3/2/2017,1/19/2019,4/22/2019,6/15/2019,3.1,1.775342466,Sold,FALSE
ALC0284,ALCPH04,4/7/2017,2/5/2019,5/23/2019,7/22/2019,3.566666667,1.97260274,Sold,FALSE
ALC0285,ALCPH04,12/29/2016,11/3/2018,12/24/2018,2/20/2019,1.7,1.906849315,Sold,FALSE
ALC0286,ALCPH04,3/18/2017,2/1/2019,5/14/2019,7/9/2019,3.4,1.84109589,Sold,FALSE
ALC0287,ALCPH04,3/24/2017,2/1/2019,4/22/2019,6/15/2019,2.666666667,1.775342466,Sold,FALSE
ALC0288,ALCPH04,1/22/2017,11/21/2018,1/19/2019,3/11/2019,1.966666667,1.676712329,Sold,FALSE
ALC0289,ALCPH04,1/25/2017,12/28/2018,2/24/2019,4/17/2019,1.933333333,1.709589041,Sold,FALSE
ALC0290,ALCPH04,3/3/2017,1/11/2019,4/5/2019,5/26/2019,2.8,1.676712329,Sold,FALSE
ALC0291,ALCPH04,12/30/2016,11/19/2018,12/20/2018,1/29/2019,1.033333333,1.315068493,Sold,FALSE
ALC0292,ALCPH04,9/30/2020,6/10/2022,7/10/2022,8/5/2022,1,0.854794521,Sold,FALSE
ALC0293,ALCPH04,4/28/2016,3/25/2018,5/1/2018,6/27/2018,1.233333333,1.873972603,Sold,FALSE
ALC0294,ALCPH04,11/20/2016,8/31/2018,10/7/2018,11/26/2018,1.233333333,1.643835616,Sold,FALSE
ALC0295,ALCPH04,12/30/2013,11/20/2015,1/11/2016,2/20/2016,1.733333333,1.315068493,Sold,FALSE
ALC0296,ALCPH04,6/30/2014,6/28/2016,9/24/2016,11/17/2016,2.933333333,1.775342466,Sold,FALSE
ALC0297,ALCPH04,7/28/2012,7/12/2014,9/13/2014,10/31/2014,2.1,1.578082192,Sold,FALSE
ALC0298,ALCPH04,7/19/2013,6/18/2015,9/1/2015,10/11/2015,2.5,1.315068493,Sold,FALSE
ALC0299,ALCPH04,8/11/2013,7/30/2015,10/17/2015,12/4/2015,2.633333333,1.578082192,Sold,FALSE
ALC0300,ALCPH04,8/11/2013,7/1/2015,10/1/2015,11/29/2015,3.066666667,1.939726027,Sold,FALSE
ALC0301,ALCPH04,11/29/2013,10/25/2015,12/7/2015,1/29/2016,1.433333333,1.742465753,Sold,FALSE
ALC0302,ALCPH04,12/7/2014,11/17/2016,1/13/2017,2/28/2017,1.9,1.512328767,Sold,FALSE
ALC0303,ALCPH04,10/12/2013,10/13/2015,12/25/2015,2/4/2016,2.433333333,1.347945205,Sold,FALSE
ALC0304,ALCPH04,10/16/2013,9/30/2015,11/9/2015,12/20/2015,1.333333333,1.347945205,Sold,FALSE
ALC0305,ALCPH04,5/8/2016,3/18/2018,6/25/2018,8/5/2018,3.3,1.347945205,Sold,FALSE
ALC0306,ALCPH04,10/26/2013,10/3/2015,12/31/2015,2/19/2016,2.966666667,1.643835616,Sold,FALSE
ALC0307,ALCPH04,12/30/2013,1/4/2016,4/8/2016,5/21/2016,3.166666667,1.41369863,Sold,FALSE
ALC0308,ALCPH04,12/30/2013,12/13/2015,1/30/2016,3/28/2016,1.6,1.906849315,Sold,FALSE
ALC0309,ALCPH04,6/27/2013,5/29/2015,7/25/2015,9/12/2015,1.9,1.610958904,Sold,FALSE
ALC0310,ALCPH04,3/16/2014,3/3/2016,5/24/2016,7/4/2016,2.733333333,1.347945205,Sold,FALSE
ALC0311,ALCPH04,11/29/2013,11/29/2015,2/4/2016,3/29/2016,2.233333333,1.775342466,Sold,FALSE
ALC0312,ALCPH04,6/6/2013,5/6/2015,7/15/2015,9/3/2015,2.333333333,1.643835616,Sold,FALSE
ALC0313,ALCPH04,7/15/2020,3/8/2022,3/25/2022,4/23/2022,0.566666667,0.953424658,Sold,FALSE
ALC0314,ALCPH04,8/16/2012,8/7/2014,10/22/2014,12/11/2014,2.533333333,1.643835616,Sold,FALSE
ALC0315,ALCPH04,8/31/2014,7/24/2016,8/19/2016,10/17/2016,0.866666667,1.939726027,Sold,FALSE
ALC0316,ALCPH04,6/12/2013,6/13/2015,9/28/2015,11/17/2015,3.566666667,1.643835616,Sold,FALSE
ALC0317,ALCPH04,6/21/2013,6/9/2015,9/17/2015,11/9/2015,3.333333333,1.742465753,Sold,FALSE
ALC0318,ALCPH04,10/6/2012,10/3/2014,11/25/2014,1/11/2015,1.766666667,1.545205479,Sold,FALSE
ALC0319,ALCPH04,12/20/2012,12/1/2014,2/20/2015,4/14/2015,2.7,1.742465753,Sold,FALSE
ALC0320,ALCPH04,11/10/2016,9/9/2018,12/8/2018,1/18/2019,3,1.347945205,Sold,FALSE
ALC0321,ALCPH04,6/13/2017,4/22/2019,6/28/2019,8/18/2019,2.233333333,1.676712329,Sold,FALSE
ALC0322,ALCPH04,3/24/2021,11/26/2022,12/23/2022,1/24/2023,0.9,1.052054795,Sold,FALSE
ALC0323,ALCPH04,5/22/2017,3/12/2019,5/23/2019,7/8/2019,2.4,1.512328767,Sold,FALSE
ALC0324,ALCPH04,5/28/2017,3/30/2019,6/13/2019,7/26/2019,2.5,1.41369863,Sold,FALSE
ALC0325,ALCPH04,3/31/2021,11/28/2022,12/24/2022,1/19/2023,0.866666667,0.854794521,Sold,FALSE
ALC0326,ALCPH04,9/6/2017,6/20/2019,8/25/2019,10/17/2019,2.2,1.742465753,Sold,FALSE
ALC0327,ALCPH04,7/19/2017,5/10/2019,7/31/2019,9/20/2019,2.733333333,1.676712329,Sold,FALSE
ALC0328,ALCPH04,8/3/2017,5/29/2019,7/10/2019,9/6/2019,1.4,1.906849315,Sold,FALSE
ALC0329,ALCPH04,12/20/2017,11/1/2019,12/9/2019,1/25/2020,1.266666667,1.545205479,Sold,FALSE
ALC0330,ALCPH04,11/25/2017,9/13/2019,10/17/2019,11/30/2019,1.133333333,1.446575342,Sold,FALSE
ALC0331,ALCPH04,9/17/2017,8/14/2019,10/13/2019,11/23/2019,2,1.347945205,Sold,FALSE
ALC0332,ALCPH04,9/20/2017,7/5/2019,9/29/2019,11/26/2019,2.866666667,1.906849315,Sold,FALSE
ALC0333,ALCPH04,1/11/2018,10/27/2019,12/6/2019,1/18/2020,1.333333333,1.41369863,Sold,FALSE
ALC0334,ALCPH04,1/18/2018,11/4/2019,12/24/2019,2/8/2020,1.666666667,1.512328767,Sold,FALSE
ALC0335,ALCPH04,10/23/2017,8/2/2019,9/24/2019,11/12/2019,1.766666667,1.610958904,Sold,FALSE
ALC0336,ALCPH04,10/12/2017,8/25/2019,10/19/2019,12/18/2019,1.833333333,1.97260274,Sold,FALSE
ALC0337,ALCPH04,2/18/2018,11/29/2019,1/16/2020,3/5/2020,1.6,1.610958904,Sold,FALSE
ALC0338,ALCPH04,1/23/2018,11/20/2019,2/4/2020,3/28/2020,2.533333333,1.742465753,Sold,FALSE
ALC0340,ALCPH04,10/24/2017,8/27/2019,11/2/2019,12/29/2019,2.233333333,1.873972603,Sold,FALSE
ALC0341,ALCPH04,1/24/2018,11/19/2019,12/27/2019,2/15/2020,1.266666667,1.643835616,Sold,FALSE
ALC0342,ALCPH04,1/25/2018,11/6/2019,1/14/2020,3/2/2020,2.3,1.578082192,Sold,FALSE
ALC0343,ALCPH04,11/2/2017,9/10/2019,12/1/2019,1/26/2020,2.733333333,1.84109589,Sold,FALSE
ALC0344,ALCPH04,10/27/2017,8/14/2019,11/16/2019,1/2/2020,3.133333333,1.545205479,Sold,FALSE
ALC0345,ALCPH04,2/12/2018,12/5/2019,2/7/2020,3/25/2020,2.133333333,1.545205479,Sold,FALSE
ALC0346,ALCPH04,1/18/2018,10/27/2019,1/24/2020,3/5/2020,2.966666667,1.347945205,Sold,FALSE
ALC0347,ALCPH04,7/23/2017,5/31/2019,9/18/2019,11/9/2019,3.666666667,1.709589041,Sold,FALSE
ALC0348,ALCPH04,8/25/2012,7/15/2014,8/16/2014,10/3/2014,1.066666667,1.578082192,Sold,FALSE
ALC0349,ALCPH04,6/7/2020,2/7/2022,2/28/2022,3/26/2022,0.7,0.854794521,Sold,FALSE
ALC0351,ALCPH04,4/30/2018,2/13/2020,5/11/2020,6/28/2020,2.933333333,1.578082192,Sold,FALSE
ALC0352,ALCPH04,12/2/2012,11/12/2014,1/24/2015,3/16/2015,2.433333333,1.676712329,Sold,FALSE
ALC0353,ALCPH04,10/15/2014,10/5/2016,11/8/2016,12/29/2016,1.133333333,1.676712329,Sold,FALSE
ALC0354,ALCPH04,11/23/2015,10/4/2017,12/9/2017,2/1/2018,2.2,1.775342466,Sold,FALSE
ALC0355,ALCPH04,12/12/2012,12/4/2014,2/28/2015,4/16/2015,2.866666667,1.545205479,Sold,FALSE
ALC0356,ALCPH04,2/1/2017,12/5/2018,1/16/2019,3/1/2019,1.4,1.446575342,Sold,FALSE
ALC0357,ALCPH04,11/23/2017,9/28/2019,12/13/2019,2/2/2020,2.533333333,1.676712329,Sold,FALSE
ALC0358,ALCPH04,4/29/2017,2/27/2019,4/26/2019,6/9/2019,1.933333333,1.446575342,Sold,FALSE
ALC0359,ALCPH04,4/29/2017,2/6/2019,3/28/2019,5/17/2019,1.666666667,1.643835616,Sold,FALSE
ALC0360,ALCPH04,9/15/2013,8/30/2015,11/17/2015,1/12/2016,2.633333333,1.84109589,Sold,FALSE
ALC0361,ALCPH04,3/20/2017,1/17/2019,5/5/2019,7/3/2019,3.6,1.939726027,Sold,FALSE
ALC0362,ALCPH04,2/3/2017,11/30/2018,12/30/2018,2/22/2019,1,1.775342466,Sold,FALSE
ALC0363,ALCPH04,1/25/2017,11/17/2018,2/4/2019,3/16/2019,2.633333333,1.315068493,Sold,FALSE
ALC0364,ALCPH04,4/29/2017,2/11/2019,5/30/2019,7/15/2019,3.6,1.512328767,Sold,FALSE
ALC0365,ALCPH04,7/12/2017,5/11/2019,7/7/2019,8/17/2019,1.9,1.347945205,Sold,FALSE
ALC0366,ALCPH04,7/8/2017,5/12/2019,6/20/2019,8/3/2019,1.3,1.446575342,Sold,FALSE
ALC0367,ALCPH04,3/31/2021,11/26/2022,12/22/2022,1/22/2023,0.866666667,1.019178082,Sold,FALSE
ALC0368,ALCPH04,9/16/2015,7/8/2017,9/20/2017,10/30/2017,2.466666667,1.315068493,Sold,FALSE
ALC0369,ALCPH04,12/18/2016,10/15/2018,12/18/2018,1/31/2019,2.133333333,1.446575342,Sold,FALSE
ALC0370,ALCPH04,5/10/2015,4/7/2017,6/19/2017,8/11/2017,2.433333333,1.742465753,Sold,FALSE
ALC0371,ALCPH04,12/26/2014,12/16/2016,3/9/2017,5/2/2017,2.766666667,1.775342466,Sold,FALSE
ALC0372,ALCPH04,3/13/2014,2/10/2016,4/27/2016,6/15/2016,2.566666667,1.610958904,Sold,FALSE
ALC0373,ALCPH04,8/2/2015,6/11/2017,8/3/2017,9/13/2017,1.766666667,1.347945205,Sold,FALSE
ALC0374,ALCPH04,2/9/2014,1/28/2016,5/5/2016,7/3/2016,3.266666667,1.939726027,Sold,FALSE
ALC0375,ALCPH04,3/3/2013,2/1/2015,4/2/2015,5/31/2015,2,1.939726027,Sold,FALSE
ALC0376,ALCPH04,3/6/2013,2/15/2015,4/19/2015,6/18/2015,2.1,1.97260274,Sold,FALSE
ALC0377,ALCPH04,10/30/2013,9/12/2015,11/1/2015,12/21/2015,1.666666667,1.643835616,Sold,FALSE
ALC0378,ALCPH04,5/22/2013,6/3/2015,8/16/2015,9/28/2015,2.466666667,1.41369863,Sold,FALSE
ALC0379,ALCPH04,6/7/2020,2/2/2022,3/7/2022,4/1/2022,1.1,0.821917808,Sold,FALSE
ALC0380,ALCPH02,6/9/2013,5/14/2014,7/29/2014,9/8/2014,2.533333333,1.347945205,Sold,FALSE
ALC0381,ALCPH02,9/11/2013,5/14/2014,8/16/2014,9/26/2014,3.133333333,1.347945205,Sold,FALSE
ALC0382,ALCPH02,6/22/2013,5/14/2014,6/10/2014,8/1/2014,0.9,1.709589041,Sold,FALSE
ALC0383,ALCPH02,7/29/2015,5/14/2014,10/15/2015,11/29/2015,1.033333333,1.479452055,Sold,TRUE
ALC0384,ALCPH02,10/22/2015,5/14/2014,1/20/2016,3/17/2016,1.366666667,1.873972603,Sold,TRUE
ALC0385,ALCPH02,9/11/2013,5/14/2014,6/28/2014,8/18/2014,1.5,1.676712329,Sold,FALSE
ALC0386,ALCPH02,9/11/2013,5/14/2014,6/24/2014,8/7/2014,1.366666667,1.446575342,Sold,FALSE
ALC0387,ALCPH02,8/22/2013,5/14/2014,8/7/2014,9/18/2014,2.833333333,1.380821918,Sold,FALSE
ALC0388,ALCPH02,6/6/2013,5/14/2014,8/16/2014,10/3/2014,3.133333333,1.578082192,Sold,FALSE
ALC0389,ALCPH02,7/19/2013,5/14/2014,7/28/2014,9/14/2014,2.5,1.578082192,Sold,FALSE
ALC0390,ALCPH02,8/1/2013,5/14/2014,8/30/2014,10/17/2014,3.6,1.578082192,Sold,FALSE
ALC0391,ALCPH02,8/30/2013,5/14/2014,8/15/2014,10/11/2014,3.1,1.873972603,Sold,FALSE
ALC0392,ALCPH02,8/14/2013,5/14/2014,8/5/2014,9/25/2014,2.766666667,1.676712329,Sold,FALSE
ALC0393,ALCPH02,11/28/2013,5/14/2014,8/25/2014,10/7/2014,3.433333333,1.41369863,Sold,FALSE
ALC0394,ALCPH02,6/22/2013,5/14/2014,8/9/2014,9/27/2014,2.9,1.610958904,Sold,FALSE
ALC0395,ALCPH02,5/8/2013,5/14/2014,6/11/2014,8/1/2014,0.933333333,1.676712329,Sold,FALSE
ALC0396,ALCPH02,5/9/2013,5/14/2014,7/30/2014,9/28/2014,2.566666667,1.97260274,Sold,FALSE
ALC0397,ALCPH04,9/1/2012,8/3/2014,10/13/2014,11/25/2014,2.366666667,1.41369863,Sold,FALSE
ALC0398,ALCPH02,6/5/2013,5/14/2014,7/30/2014,9/28/2014,2.566666667,1.97260274,Sold,FALSE
ALC0399,ALCPH04,9/20/2012,9/18/2014,11/14/2014,1/6/2015,1.9,1.742465753,Sold,FALSE
ALC0400,ALCPH02,6/15/2013,5/14/2014,8/1/2014,9/30/2014,2.633333333,1.97260274,Sold,FALSE
ALC0401,ALCPH04,10/6/2012,10/14/2014,1/23/2015,3/5/2015,3.366666667,1.347945205,Sold,FALSE
ALC0402,ALCPH02,3/5/2014,5/14/2014,8/15/2014,9/24/2014,3.1,1.315068493,Sold,FALSE
ALC0403,ALCPH04,10/10/2012,9/29/2014,11/22/2014,1/17/2015,1.8,1.84109589,Sold,FALSE
ALC0404,ALCPH04,10/25/2012,10/14/2014,12/25/2014,2/13/2015,2.4,1.643835616,Sold,FALSE
ALC0405,ALCPH02,7/28/2013,5/14/2014,7/28/2014,9/24/2014,2.5,1.906849315,Sold,FALSE
ALC0406,ALCPH04,10/28/2012,10/14/2014,2/1/2015,3/28/2015,3.666666667,1.808219178,Sold,FALSE
ALC0407,ALCPH04,3/8/2013,3/11/2015,4/20/2015,6/14/2015,1.333333333,1.808219178,Sold,FALSE
ALC0408,ALCPH04,9/13/2013,8/1/2015,10/17/2015,12/16/2015,2.566666667,1.97260274,Sold,FALSE
ALC0409,ALCPH04,6/22/2013,6/16/2015,9/17/2015,11/10/2015,3.1,1.775342466,Sold,FALSE
ALC0410,ALCPH04,7/12/2013,7/1/2015,8/12/2015,9/24/2015,1.4,1.41369863,Sold,FALSE
ALC0411,ALCPH04,11/13/2013,11/1/2015,2/14/2016,3/25/2016,3.5,1.315068493,Sold,FALSE
ALC0412,ALCPH04,12/30/2013,12/13/2015,3/18/2016,5/4/2016,3.2,1.545205479,Sold,FALSE
ALC0413,ALCPH04,2/26/2017,1/7/2019,2/18/2019,4/16/2019,1.4,1.873972603,Sold,FALSE
ALC0414,ALCPH04,11/14/2014,10/1/2016,1/5/2017,3/6/2017,3.2,1.97260274,Sold,FALSE
ALC0415,ALCPH04,9/20/2014,8/28/2016,10/1/2016,11/20/2016,1.133333333,1.643835616,Sold,FALSE
ALC0416,ALCPH04,7/15/2016,6/9/2018,7/9/2018,8/18/2018,1,1.315068493,Sold,FALSE
ALC0417,ALCPH04,3/13/2015,1/24/2017,3/17/2017,5/2/2017,1.733333333,1.512328767,Sold,FALSE
ALC0418,ALCPH04,5/20/2014,4/27/2016,6/1/2016,7/14/2016,1.166666667,1.41369863,Sold,FALSE
ALC0419,ALCPH04,8/28/2020,5/8/2022,6/10/2022,7/10/2022,1.1,0.98630137,Sold,FALSE
ALC0420,ALCPH04,12/28/2014,11/15/2016,2/12/2017,3/31/2017,2.966666667,1.545205479,Sold,FALSE
ALC0421,ALCPH04,8/26/2018,5/25/2020,7/28/2020,9/15/2020,2.133333333,1.610958904,Sold,FALSE
ALC0422,ALCPH04,6/2/2013,5/23/2015,8/10/2015,9/29/2015,2.633333333,1.643835616,Sold,FALSE
ALC0423,ALCPH04,8/24/2014,7/19/2016,9/28/2016,11/14/2016,2.366666667,1.545205479,Sold,FALSE
ALC0424,ALCPH04,6/29/2013,5/22/2015,7/3/2015,8/16/2015,1.4,1.446575342,Sold,FALSE
ALC0425,ALCPH04,7/30/2012,8/12/2014,11/23/2014,1/9/2015,3.433333333,1.545205479,Sold,FALSE
ALC0426,ALCPH04,2/3/2012,2/7/2014,3/30/2014,5/11/2014,1.7,1.380821918,Sold,FALSE
ALC0427,ALCPH04,6/14/2012,5/31/2014,9/7/2014,10/22/2014,3.3,1.479452055,Sold,FALSE
ALC0428,ALCPH04,6/14/2012,5/22/2014,8/3/2014,10/1/2014,2.433333333,1.939726027,Sold,FALSE
ALC0429,ALCPH04,8/19/2012,8/18/2014,11/12/2014,1/11/2015,2.866666667,1.97260274,Sold,FALSE
ALC0430,ALCPH04,7/17/2013,6/8/2015,9/1/2015,10/17/2015,2.833333333,1.512328767,Sold,FALSE
ALC0431,ALCPH04,1/23/2013,12/29/2014,1/30/2015,3/22/2015,1.066666667,1.676712329,Sold,FALSE
ALC0432,ALCPH04,11/30/2014,11/23/2016,2/20/2017,4/18/2017,2.966666667,1.873972603,Sold,FALSE
ALC0433,ALCPH04,12/14/2014,11/28/2016,1/14/2017,2/26/2017,1.566666667,1.41369863,Sold,FALSE
ALC0434,ALCPH04,12/10/2014,11/13/2016,1/2/2017,2/27/2017,1.666666667,1.84109589,Sold,FALSE
ALC0435,ALCPH04,7/16/2015,6/21/2017,8/17/2017,10/5/2017,1.9,1.610958904,Sold,FALSE
ALC0436,ALCPH04,4/26/2018,1/31/2020,4/24/2020,6/3/2020,2.8,1.315068493,Sold,FALSE
ALC0437,ALCPH04,2/28/2016,12/23/2017,2/15/2018,4/8/2018,1.8,1.709589041,Sold,FALSE
ALC0438,ALCPH04,4/28/2016,3/23/2018,6/30/2018,8/21/2018,3.3,1.709589041,Sold,FALSE
ALC0439,ALCPH04,11/11/2012,10/13/2014,1/5/2015,2/24/2015,2.8,1.643835616,Sold,FALSE
ALC0440,ALCPH04,1/30/2016,12/8/2017,2/17/2018,4/13/2018,2.366666667,1.808219178,Sold,FALSE
ALC0441,ALCPH04,3/15/2015,2/9/2017,4/22/2017,6/13/2017,2.4,1.709589041,Sold,FALSE
ALC0442,ALCPH04,4/18/2013,3/29/2015,6/10/2015,7/25/2015,2.433333333,1.479452055,Sold,FALSE
ALC0443,ALCPH04,4/2/2013,4/2/2015,6/25/2015,8/7/2015,2.8,1.41369863,Sold,FALSE
ALC0444,ALCPH04,4/21/2014,4/2/2016,6/8/2016,7/25/2016,2.233333333,1.545205479,Sold,FALSE
ALC0445,ALCPH04,1/26/2013,12/31/2014,3/12/2015,4/30/2015,2.366666667,1.610958904,Sold,FALSE
ALC0446,ALCPH04,10/28/2012,10/27/2014,12/8/2014,1/30/2015,1.4,1.742465753,Sold,FALSE
ALC0447,ALCPH04,7/11/2013,7/2/2015,9/7/2015,10/20/2015,2.233333333,1.41369863,Sold,FALSE
ALC0448,ALCPH04,3/3/2015,12/27/2016,2/16/2017,4/1/2017,1.7,1.446575342,Sold,FALSE
ALC0449,ALCPH04,11/30/2014,10/18/2016,1/25/2017,3/26/2017,3.3,1.97260274,Sold,FALSE
ALC0450,ALCPH04,9/28/2016,7/13/2018,8/25/2018,10/14/2018,1.433333333,1.643835616,Sold,FALSE
ALC0451,ALCPH04,12/30/2013,12/7/2015,1/29/2016,3/21/2016,1.766666667,1.709589041,Sold,FALSE
ALC0452,ALCPH04,12/30/2013,11/21/2015,2/12/2016,3/23/2016,2.766666667,1.315068493,Sold,FALSE
ALC0453,ALCPH04,12/15/2014,11/23/2016,1/4/2017,3/1/2017,1.4,1.84109589,Sold,FALSE
ALC0454,ALCPH04,12/30/2013,12/14/2015,2/23/2016,4/20/2016,2.366666667,1.873972603,Sold,FALSE
ALC0455,ALCPH04,12/22/2013,11/28/2015,3/15/2016,5/12/2016,3.6,1.906849315,Sold,FALSE
